,full_name,age_201718,birthday,league_201718,season_201718,position_201718,Current Club_201718,minutes_played_overall_201718,nationality_201718,appearances_overall_201718,goals_overall_201718,assists_overall_201718,penalty_goals_201718,penalty_misses_201718,clean_sheets_overall_201718,conceded_overall_201718,yellow_cards_overall_201718,red_cards_overall_201718,goals_involved_per_90_overall_201718,assists_per_90_overall_201718,goals_per_90_overall_201718,min_per_goal_overall_201718,conceded_per_90_overall_201718,min_per_conceded_overall_201718,min_per_match_201718,min_per_card_overall_201718,min_per_assist_overall_201718,cards_per_90_overall_201718,rank_in_league_top_attackers_201718,rank_in_league_top_midfielders_201718,rank_in_league_top_defenders_201718,rank_in_club_top_scorer_201718,age_201819,league_201819,season_201819,position_201819,Current Club_201819,minutes_played_overall_201819,nationality_201819,appearances_overall_201819,goals_overall_201819,assists_overall_201819,penalty_goals_201819,penalty_misses_201819,clean_sheets_overall_201819,conceded_overall_201819,yellow_cards_overall_201819,red_cards_overall_201819,goals_involved_per_90_overall_201819,assists_per_90_overall_201819,goals_per_90_overall_201819,min_per_goal_overall_201819,conceded_per_90_overall_201819,min_per_conceded_overall_201819,min_per_match_201819,min_per_card_overall_201819,min_per_assist_overall_201819,cards_per_90_overall_201819,rank_in_league_top_attackers_201819,rank_in_league_top_midfielders_201819,rank_in_league_top_defenders_201819,rank_in_club_top_scorer_201819,age_201920,league_201920,season_201920,position_201920,Current Club_201920,minutes_played_overall_201920,nationality_201920,appearances_overall_201920,goals_overall_201920,assists_overall_201920,penalty_goals_201920,penalty_misses_201920,clean_sheets_overall_201920,conceded_overall_201920,yellow_cards_overall_201920,red_cards_overall_201920,goals_involved_per_90_overall_201920,assists_per_90_overall_201920,goals_per_90_overall_201920,min_per_goal_overall_201920,conceded_per_90_overall_201920,min_per_conceded_overall_201920,min_per_match_201920,min_per_card_overall_201920,min_per_assist_overall_201920,cards_per_90_overall_201920,rank_in_league_top_attackers_201920,rank_in_league_top_midfielders_201920,rank_in_league_top_defenders_201920,rank_in_club_top_scorer_201920
514,Sadio Mané,28,702864000,Premier League,2017/2018,Forward,Liverpool,2207,Senegal,29,10,7,0,0,12,18,4,1,0.69,0.29,0.41,221,0.73,123,76,441,315,0.2,30,20,-1,3,28.0,Premier League,2018/2019,Forward,Liverpool,3086.0,Senegal,36.0,22.0,1.0,0.0,0.0,20.0,18.0,2.0,0.0,0.67,0.03,0.64,140.0,0.52,171.0,86.0,1543.0,3086.0,0.06,4.0,249.0,-1.0,1.0,28.0,Premier League,2019/2020,Forward,Liverpool,2755.0,Senegal,35.0,18.0,7.0,0.0,0.0,12.0,27.0,3.0,0.0,0.82,0.23,0.59,153.0,0.88,102.0,79.0,918.0,394.0,0.1,13.0,41.0,-1.0,2.0
515,Saido Berahino,27,744422400,Premier League,2017/2018,Forward,Stoke City,484,England,15,0,1,0,1,3,13,0,0,0.19,0.19,0.0,0,2.42,37,32,0,484,0.0,314,63,-1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Sam Baldock,31,605923200,Premier League,2017/2018,Forward,Brighton & Hove Albion,30,England,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,15,0,0,0.0,-1,-1,-1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Sam Byram,27,748137600,Premier League,2017/2018,Defender,West Ham United,246,England,5,0,0,0,0,1,7,1,0,0.0,0.0,0.0,0,2.56,35,49,246,0,0.37,-1,-1,-1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Premier League,2019/2020,Defender,Norwich City,1293.0,England,17.0,0.0,0.0,0.0,0.0,3.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,1.53,59.0,76.0,323.0,0.0,0.28,351.0,268.0,122.0,19.0
518,Sam Clucas,30,654220800,Premier League,2017/2018,Midfielder,Swansea City,2045,England,29,3,1,0,0,6,28,2,0,0.18,0.04,0.13,682,1.23,73,71,1023,2045,0.09,134,218,-1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Sam Field,22,894585600,Premier League,2017/2018,Midfielder,West Bromwich Albion,540,England,10,1,0,0,0,3,6,3,0,0.17,0.0,0.17,540,1.0,90,54,180,0,0.5,106,328,-1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Sam Hughes,23,861062400,Premier League,2017/2018,Midfielder,Leicester City,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Sam McQueen,25,792028800,Premier League,2017/2018,Defender,Southampton,142,England,7,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0.0,0,20,0,0,0.0,-1,-1,-1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Sam Vokes,31,624931200,Premier League,2017/2018,Forward,Burnley,978,Wales,30,4,1,0,0,8,13,3,0,0.46,0.09,0.37,245,1.2,75,33,326,978,0.28,36,143,-1,3,31.0,Premier League,2018/2019,Forward,Burnley,913.0,Wales,20.0,3.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.3,0.0,0.3,304.0,1.77,51.0,46.0,0.0,0.0,0.0,64.0,351.0,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Sandro Ramirez,25,805248000,Premier League,2017/2018,Forward,Everton,276,Spain,8,0,0,0,0,2,6,0,0,0.0,0.0,0.0,0,1.96,46,35,0,0,0.0,308,385,-1,24,25.0,Premier League,2018/2019,Forward,Everton,0.0,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Scott Arfield,32,594345600,Premier League,2017/2018,Midfielder,Burnley,1336,Canada,18,2,1,0,0,6,14,3,0,0.2,0.07,0.13,668,0.94,95,74,445,1336,0.2,132,175,-1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Scott Dann,33,540259200,Premier League,2017/2018,Defender,Crystal Palace,1435,England,17,1,0,0,0,2,26,4,0,0.06,0.0,0.06,1435,1.63,55,84,359,0,0.25,203,359,157,11,33.0,Premier League,2018/2019,Defender,Crystal Palace,660.0,England,10.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,0.14,0.14,0.0,0.0,0.95,94.0,66.0,660.0,660.0,0.14,276.0,101.0,24.0,14.0,33.0,Premier League,2019/2020,Defender,Crystal Palace,1265.0,England,16.0,0.0,1.0,0.0,0.0,6.0,14.0,0.0,0.0,0.07,0.07,0.0,0.0,1.0,90.0,79.0,0.0,1265.0,0.0,331.0,187.0,40.0,21.0
526,Scott Malone,29,669859200,Premier League,2017/2018,Defender,Huddersfield Town,1115,England,22,0,1,0,0,4,21,3,0,0.08,0.08,0.0,0,1.7,53,51,372,1115,0.24,408,165,165,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Scott McTominay,24,850003200,Premier League,2017/2018,Midfielder,Manchester United,629,England,13,0,0,0,0,6,3,2,0,0.0,0.0,0.0,0,0.43,210,48,315,0,0.29,242,302,-1,16,24.0,Premier League,2018/2019,Midfielder,Manchester United,861.0,England,16.0,2.0,0.0,0.0,0.0,3.0,17.0,1.0,0.0,0.21,0.0,0.21,431.0,1.78,51.0,54.0,861.0,0.0,0.1,91.0,303.0,-1.0,8.0,24.0,Premier League,2019/2020,Midfielder,Manchester United,1772.0,England,27.0,4.0,1.0,0.0,0.0,9.0,19.0,2.0,0.0,0.25,0.05,0.2,443.0,0.97,93.0,66.0,886.0,1772.0,0.1,91.0,219.0,-1.0,5.0
528,Sead Haksabanovic,21,925776000,Premier League,2017/2018,Midfielder,West Ham United,0,Montenegro,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Sead Kolašinac,27,740534400,Premier League,2017/2018,Defender,Arsenal,2151,Bosnia and Herzegovina,27,2,4,0,0,10,27,3,0,0.25,0.17,0.08,1076,1.13,80,80,717,538,0.13,167,70,61,10,27.0,Premier League,2018/2019,Defender,Arsenal,1891.0,Bosnia and Herzegovina,24.0,0.0,5.0,0.0,0.0,5.0,26.0,5.0,0.0,0.24,0.24,0.0,0.0,1.24,73.0,79.0,378.0,378.0,0.24,285.0,45.0,75.0,22.0,27.0,Premier League,2019/2020,Defender,Arsenal,1699.0,Bosnia and Herzegovina,26.0,0.0,2.0,0.0,0.0,5.0,24.0,4.0,0.0,0.11,0.11,0.0,0.0,1.27,71.0,65.0,425.0,850.0,0.21,275.0,127.0,82.0,22.0
530,Séamus Coleman,32,592531200,Premier League,2017/2018,Defender,Everton,1036,Republic of Ireland,12,0,1,0,0,4,12,0,0,0.09,0.09,0.0,0,1.04,86,86,0,1036,0.0,294,150,53,15,32.0,Premier League,2018/2019,Defender,Everton,2560.0,Republic of Ireland,29.0,2.0,2.0,0.0,0.0,13.0,29.0,1.0,0.0,0.14,0.07,0.07,1280.0,1.02,88.0,88.0,2560.0,1280.0,0.04,197.0,178.0,34.0,8.0,32.0,Premier League,2019/2020,Defender,Everton,1839.0,Republic of Ireland,27.0,0.0,1.0,0.0,0.0,7.0,24.0,5.0,1.0,0.05,0.05,0.0,0.0,1.17,77.0,68.0,368.0,1839.0,0.24,340.0,213.0,60.0,19.0
531,Sebastian Prödl,33,551232000,Premier League,2017/2018,Defender,Watford,1568,Austria,21,0,0,0,0,6,25,5,0,0.0,0.0,0.0,0,1.43,63,75,314,0,0.29,344,286,117,22,33.0,Premier League,2018/2019,Defender,Watford,13.0,Austria,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,22.0,33.0,Premier League,2019/2020,Defender,Watford,57.0,Austria,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,13.0
532,Serge Aurier,27,725155200,Premier League,2017/2018,Defender,Tottenham Hotspur,1429,Côte d'Ivoire,17,2,2,0,0,7,12,3,1,0.25,0.13,0.13,715,0.76,119,84,476,715,0.19,129,103,21,7,27.0,Premier League,2018/2019,Defender,Tottenham Hotspur,564.0,Côte d'Ivoire,8.0,0.0,2.0,0.0,0.0,3.0,9.0,1.0,0.0,0.32,0.32,0.0,0.0,1.44,63.0,71.0,564.0,282.0,0.16,351.0,15.0,108.0,27.0,27.0,Premier League,2019/2020,Defender,Tottenham Hotspur,2706.0,Côte d'Ivoire,33.0,1.0,5.0,0.0,0.0,8.0,30.0,4.0,1.0,0.2,0.17,0.03,2706.0,1.0,90.0,82.0,677.0,541.0,0.13,250.0,77.0,38.0,12.0
533,Sergio Aguero,32,581212800,Premier League,2017/2018,Forward,Manchester City,1969,Argentina,25,21,6,4,0,12,12,2,0,1.23,0.27,0.96,94,0.55,164,79,985,328,0.09,2,25,-1,1,32.0,Premier League,2018/2019,Forward,Manchester City,2480.0,Argentina,33.0,21.0,8.0,2.0,0.0,19.0,15.0,3.0,0.0,1.05,0.29,0.76,118.0,0.54,165.0,75.0,827.0,310.0,0.11,1.0,28.0,-1.0,1.0,32.0,Premier League,2019/2020,Forward,Manchester City,1456.0,Argentina,24.0,16.0,3.0,2.0,1.0,10.0,15.0,1.0,0.0,1.17,0.19,0.99,91.0,0.93,97.0,61.0,1456.0,485.0,0.06,1.0,60.0,-1.0,2.0
534,Sergio Germán Romero,33,540950400,Premier League,2017/2018,Goalkeeper,Manchester United,90,Argentina,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0,90,0,0,0.0,-1,-1,-1,22,33.0,Premier League,2018/2019,Goalkeeper,Manchester United,0.0,Argentina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,33.0,Premier League,2019/2020,Goalkeeper,Manchester United,0.0,Argentina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
535,Shane Duffy,28,694224000,Premier League,2017/2018,Defender,Brighton & Hove Albion,3294,Republic of Ireland,37,0,1,0,0,9,51,8,0,0.03,0.03,0.0,0,1.39,65,89,412,3294,0.22,399,242,108,17,28.0,Premier League,2018/2019,Defender,Brighton & Hove Albion,3088.0,Republic of Ireland,35.0,5.0,1.0,0.0,0.0,7.0,51.0,5.0,1.0,0.17,0.03,0.15,618.0,1.49,61.0,88.0,515.0,3088.0,0.17,123.0,253.0,115.0,2.0,28.0,Premier League,2019/2020,Defender,Brighton & Hove Albion,1231.0,Republic of Ireland,19.0,1.0,0.0,0.0,0.0,6.0,15.0,2.0,0.0,0.07,0.0,0.07,1231.0,1.1,82.0,65.0,616.0,0.0,0.15,187.0,349.0,50.0,12.0
536,Shane Long,33,538272000,Premier League,2017/2018,Forward,Southampton,1577,Republic of Ireland,30,2,1,0,0,7,25,6,0,0.17,0.06,0.11,789,1.43,63,53,263,1577,0.34,145,187,-1,6,33.0,Premier League,2018/2019,Forward,Southampton,1269.0,Republic of Ireland,26.0,5.0,1.0,0.0,0.0,5.0,20.0,3.0,0.0,0.43,0.07,0.35,254.0,1.42,63.0,49.0,423.0,1269.0,0.21,51.0,182.0,-1.0,4.0,33.0,Premier League,2019/2020,Forward,Southampton,1397.0,Republic of Ireland,26.0,2.0,2.0,0.0,0.0,6.0,19.0,0.0,0.0,0.26,0.13,0.13,699.0,1.22,74.0,54.0,0.0,699.0,0.0,125.0,104.0,-1.0,7.0
537,Shinji Okazaki,34,513993600,Premier League,2017/2018,Forward,Leicester City,1329,Japan,27,6,2,0,0,8,18,2,0,0.54,0.14,0.41,222,1.22,74,49,665,665,0.14,29,90,-1,3,34.0,Premier League,2018/2019,Forward,Leicester City,269.0,Japan,21.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,269.0,13.0,0.0,269.0,0.0,-1.0,-1.0,-1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Shkodran Mustafi,28,703468800,Premier League,2017/2018,Defender,Arsenal,2273,Germany,27,3,1,0,0,10,29,6,0,0.16,0.04,0.12,758,1.15,78,84,379,2273,0.24,138,219,64,9,28.0,Premier League,2018/2019,Defender,Arsenal,2617.0,Germany,31.0,2.0,0.0,0.0,0.0,6.0,36.0,9.0,0.0,0.07,0.0,0.07,1309.0,1.24,73.0,84.0,291.0,0.0,0.31,201.0,378.0,74.0,9.0,28.0,Premier League,2019/2020,Defender,Arsenal,1206.0,Germany,15.0,0.0,1.0,0.0,0.0,5.0,15.0,2.0,0.0,0.07,0.07,0.0,0.0,1.12,80.0,80.0,603.0,1206.0,0.15,271.0,175.0,51.0,26.0
539,Simon Francis,35,477360000,Premier League,2017/2018,Defender,AFC Bournemouth,2706,England,32,0,1,0,0,5,43,10,1,0.03,0.03,0.0,0,1.43,63,85,271,2706,0.33,390,244,115,19,35.0,Premier League,2018/2019,Defender,AFC Bournemouth,1226.0,England,17.0,0.0,2.0,0.0,0.0,5.0,23.0,1.0,0.0,0.15,0.15,0.0,0.0,1.69,53.0,72.0,1226.0,613.0,0.07,360.0,99.0,138.0,26.0,35.0,Premier League,2019/2020,Defender,AFC Bournemouth,965.0,England,15.0,0.0,0.0,0.0,0.0,1.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,1.87,48.0,64.0,193.0,0.0,0.47,270.0,297.0,154.0,18.0
540,Simon Mignolet,32,573609600,Premier League,2017/2018,Goalkeeper,Liverpool,1710,Belgium,19,0,0,0,0,7,22,3,0,0.0,0.0,0.0,0,1.16,78,90,570,0,0.16,346,311,65,23,32.0,Premier League,2018/2019,Goalkeeper,Liverpool,0.0,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Sofiane Boufal,27,748224000,Premier League,2017/2018,Midfielder,Southampton,1212,Morocco,26,2,2,0,0,4,23,1,0,0.3,0.15,0.15,606,1.71,53,47,1212,606,0.07,120,84,-1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Premier League,2019/2020,Midfielder,Southampton,758.0,Morocco,20.0,0.0,2.0,0.0,0.0,4.0,14.0,2.0,0.0,0.24,0.24,0.0,0.0,1.66,54.0,38.0,379.0,379.0,0.24,327.0,37.0,-1.0,21.0
542,Solomon March,26,774662400,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,1841,England,36,1,1,0,0,10,27,3,0,0.1,0.05,0.05,1841,1.32,68,51,614,1841,0.15,208,198,-1,6,26.0,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,2473.0,England,35.0,1.0,5.0,0.0,0.0,6.0,39.0,1.0,0.0,0.22,0.18,0.04,2473.0,1.42,63.0,71.0,2473.0,495.0,0.04,242.0,82.0,-1.0,11.0,26.0,Premier League,2019/2020,Midfielder,Brighton & Hove Albion,1143.0,England,19.0,0.0,1.0,0.0,0.0,4.0,14.0,2.0,0.0,0.08,0.08,0.0,0.0,1.1,82.0,60.0,572.0,1143.0,0.16,409.0,164.0,-1.0,21.0
543,Stefano Okaka,31,618624000,Premier League,2017/2018,Forward,Watford,444,Italy,15,1,1,0,0,3,7,2,0,0.41,0.2,0.2,444,1.42,63,30,222,444,0.41,97,60,-1,9,31.0,Premier League,2018/2019,Forward,Watford,22.0,Italy,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.09,22.0,11.0,22.0,0.0,4.09,-1.0,-1.0,-1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Stephen Ireland,34,525052800,Premier League,2017/2018,Midfielder,Stoke City,128,Republic of Ireland,4,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0,2.11,43,32,128,0,0.7,-1,-1,-1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Stephen Ward,35,493344000,Premier League,2017/2018,Defender,Burnley,2462,Republic of Ireland,28,1,1,0,0,10,24,1,0,0.07,0.04,0.04,2462,0.88,103,88,2462,2462,0.04,227,223,38,11,35.0,Premier League,2018/2019,Defender,Burnley,230.0,Republic of Ireland,3.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.35,38.0,77.0,230.0,0.0,0.39,-1.0,-1.0,-1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Steve Cook,29,672019200,Premier League,2017/2018,Defender,AFC Bournemouth,2766,England,34,2,1,0,0,5,49,5,0,0.1,0.03,0.07,1383,1.59,56,81,553,2766,0.16,186,245,150,8,29.0,Premier League,2018/2019,Defender,AFC Bournemouth,2787.0,England,31.0,1.0,1.0,0.0,0.0,9.0,53.0,3.0,0.0,0.06,0.03,0.03,2787.0,1.71,53.0,90.0,929.0,2787.0,0.1,254.0,243.0,145.0,9.0,29.0,Premier League,2019/2020,Defender,AFC Bournemouth,2430.0,England,29.0,1.0,0.0,0.0,0.0,3.0,45.0,7.0,1.0,0.04,0.0,0.04,2430.0,1.67,54.0,84.0,304.0,0.0,0.3,233.0,395.0,136.0,13.0
547,Steve Mounié,26,780796800,Premier League,2017/2018,Forward,Huddersfield Town,1857,Benin,28,7,1,0,0,7,31,2,0,0.39,0.05,0.34,265,1.5,60,66,929,1857,0.1,43,200,-1,1,26.0,Premier League,2018/2019,Forward,Huddersfield Town,1777.0,Benin,31.0,2.0,3.0,0.0,0.0,5.0,34.0,2.0,1.0,0.25,0.15,0.1,889.0,1.72,52.0,57.0,592.0,592.0,0.15,168.0,90.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Steve Sidwell,37,408672000,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Steven Davis,35,473385600,Premier League,2017/2018,Midfielder,Southampton,1521,Northern Ireland,23,3,0,0,0,5,21,0,0,0.18,0.0,0.18,507,1.24,72,66,0,0,0.0,102,404,-1,5,35.0,Premier League,2018/2019,Midfielder,Southampton,96.0,Northern Ireland,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.94,0.94,0.0,0.0,2.81,32.0,32.0,0.0,96.0,0.0,-1.0,-1.0,-1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Steven Defour,32,577065600,Premier League,2017/2018,Midfielder,Burnley,2009,Belgium,24,1,1,0,0,10,16,6,0,0.09,0.04,0.04,2009,0.72,126,84,335,2009,0.27,231,225,-1,9,32.0,Premier League,2018/2019,Midfielder,Burnley,452.0,Belgium,6.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,38.0,75.0,0.0,0.0,0.0,264.0,321.0,-1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Stuart Taylor,40,344217600,Premier League,2017/2018,Goalkeeper,Southampton,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Sullay Kaikai,25,809395200,Premier League,2017/2018,Midfielder,Crystal Palace,13,England,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,13,0,0,0.0,-1,-1,-1,20,25.0,Premier League,2018/2019,Midfielder,Crystal Palace,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Sung-Yeung Ki,31,601603200,Premier League,2017/2018,Midfielder,Swansea City,1869,South Korea,25,2,2,0,0,6,28,2,0,0.19,0.1,0.1,935,1.35,67,75,935,935,0.1,152,126,-1,6,31.0,Premier League,2018/2019,Midfielder,Newcastle United,1302.0,South Korea,18.0,0.0,1.0,0.0,0.0,5.0,18.0,2.0,0.0,0.07,0.07,0.0,0.0,1.24,72.0,72.0,651.0,1302.0,0.14,349.0,179.0,-1.0,20.0,31.0,Premier League,2019/2020,Midfielder,Newcastle United,136.0,South Korea,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,27.0,45.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,23.0
554,Tammy Abraham,23,875750400,Premier League,2017/2018,Forward,Swansea City,1716,England,31,5,1,0,0,8,27,0,0,0.31,0.05,0.26,343,1.42,64,55,0,1716,0.0,65,205,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,Premier League,2019/2020,Forward,Chelsea,2221.0,England,34.0,15.0,3.0,0.0,0.0,8.0,34.0,2.0,0.0,0.73,0.12,0.61,148.0,1.38,65.0,65.0,1111.0,740.0,0.08,11.0,119.0,-1.0,1.0
555,Tashan Oakley-Boothe,20,950486400,Premier League,2017/2018,Midfielder,Tottenham Hotspur,0,England,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Terence Kongolo,26,761184000,Premier League,2017/2018,Defender,Huddersfield Town,1047,Netherlands,13,0,0,0,0,2,14,0,0,0.0,0.0,0.0,0,1.2,75,81,0,0,0.0,251,259,67,25,26.0,Premier League,2018/2019,Defender,Huddersfield Town,2722.0,Netherlands,32.0,1.0,1.0,0.0,0.0,4.0,62.0,4.0,0.0,0.07,0.03,0.03,2722.0,2.05,44.0,85.0,681.0,2722.0,0.13,261.0,236.0,165.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Theo Walcott,31,606009600,Premier League,2017/2018,Forward,Everton,1216,England,20,3,3,0,0,5,17,2,0,0.44,0.22,0.22,405,1.26,72,61,608,405,0.15,81,51,-1,6,31.0,Premier League,2018/2019,Forward,Everton,2122.0,England,37.0,5.0,2.0,0.0,0.0,13.0,33.0,1.0,0.0,0.3,0.08,0.21,424.0,1.4,64.0,57.0,2122.0,1061.0,0.04,90.0,170.0,-1.0,4.0,31.0,Premier League,2019/2020,Forward,Everton,1295.0,England,25.0,2.0,3.0,0.0,0.0,5.0,18.0,1.0,0.0,0.35,0.21,0.14,648.0,1.25,72.0,52.0,1295.0,432.0,0.07,120.0,47.0,-1.0,8.0
558,Thibaut Courtois,28,705542400,Premier League,2017/2018,Goalkeeper,Chelsea,3150,Belgium,35,0,0,0,0,15,30,2,0,0.0,0.0,0.0,0,0.86,105,90,1575,0,0.06,351,255,32,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Thomas Edwards,21,916963200,Premier League,2017/2018,Defender,Stoke City,483,England,6,0,0,0,0,0,15,0,0,0.0,0.0,0.0,0,2.8,32,81,0,0,0.0,247,298,175,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Tiemoué Bakayoko,26,777081600,Premier League,2017/2018,Midfielder,Chelsea,2124,France,29,2,2,0,0,14,17,5,1,0.17,0.08,0.08,1062,0.72,125,73,425,1062,0.21,171,164,-1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Tim Krul,32,576028800,Premier League,2017/2018,Goalkeeper,Brighton & Hove Albion,0,Netherlands,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,Premier League,2019/2020,Goalkeeper,Norwich City,3240.0,Netherlands,36.0,0.0,0.0,0.0,0.0,5.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,1.83,49.0,90.0,810.0,0.0,0.11,344.0,317.0,152.0,18.0
